id,created_at,operator_name,station_id,raw_scan,part_id,serial_number,batch_comment,idempotency_key,dashboard_notes
10986,2025-12-05 15:49:23+00,Althea,OP14,,536713-005,MGC512169,,,
10981,2025-12-05 15:26:07+00,Althea,OP14,,536713-005,MGC512168,,,
10979,2025-12-05 15:03:21+00,Althea,OP14,,536713-005,MGC512167,,,
10973,2025-12-05 14:21:05+00,Althea,OP14,,536713-005,MGC512166,,,
10971,2025-12-05 14:19:35+00,Althea,OP14,,536713-005,MGC512165,,,
10963,2025-12-05 13:26:29+00,Althea,OP14,,536713-005,MGC512164,,,
10962,2025-12-05 13:26:07+00,Althea,OP14,,536713-005,MGC512163,,,
10747,2025-12-03 18:22:25+00,Maria L,OP12,,536713-005,MGC5S12200,,,
10737,2025-12-03 17:58:19+00,Maria L,OP12,,536713-005,MGC5S12199,,,
10722,2025-12-03 16:51:55+00,Maria L,OP12,,536713-005,MGC5S12198,,,
10708,2025-12-03 16:26:12+00,Maria L,OP12,,536713-005,MGC5S12197,,,
10696,2025-12-03 15:48:39+00,Maria L,OP12,,536713-005,MGC5S12196,,,
10687,2025-12-03 15:19:07+00,Maria L,OP12,,536713-005,MGC5S12195,,,
10679,2025-12-03 14:54:18+00,Maria L,OP12,,536713-005,MGC5S12194,,,
10672,2025-12-03 14:30:02+00,Maria L,OP12,,536713-005,MGC5S12193,,,
10653,2025-12-03 14:05:26+00,Maria L,OP12,,536713-005,MGC5S12192,,,
10280,2025-12-01 14:29:42+00,Maria G,OP7,,536713-005,MGC5S12191,,,
12097,2025-12-22 15:50:13.752556+00,Kiara,OP11,01008100162503021125121121MGCK173289,536719-001,MGCK173289,,MGCK173289-OP11-1766418598356,
12096,2025-12-22 15:50:05.890965+00,Maria G,OP7,01008100162503021125121121MGCK173372,536719-001,MGCK173372,,MGCK173372-OP7-1766418599975,
12095,2025-12-22 15:49:07.688485+00,Althea,OP14,01008100162503021125121121MGCK173229,536719-001,MGCK173229,,MGCK173229-OP14-1766418535176,
12094,2025-12-22 15:49:04.564689+00,Althea,OP14,01008100162503021125121121MGCK173228,536719-001,MGCK173228,,MGCK173228-OP14-1766418531973,
12093,2025-12-22 15:48:33.845347+00,Maria G,OP7,01008100162503021125121121MGCK173371,536719-001,MGCK173371,,MGCK173371-OP7-1766418507878,
12092,2025-12-22 15:40:48.7678+00,Maria L,MAIN,01008100162503021125121121MGCK173378,536719-001,MGCK173378,,MGCK173378-MAIN-1766418032428,
12091,2025-12-22 15:27:55.321609+00,Brenda,OP1,01008100162503021125121121MGCK173398,536719-001,MGCK173398,,,
12088,2025-12-22 15:10:52.864977+00,Maria L,MAIN,01008100162503021125121121MGCK173365,536719-001,MGCK173365,,MGCK173365-MAIN-1766416236502,
12087,2025-12-22 15:10:00.833962+00,Evis,MAIN,01008100162503021125121121MGCK173056,536719-001,MGCK173056,,MGCK173056-MAIN-1766416200560,
12085,2025-12-22 15:08:09.968763+00,Evis,MAIN,01008100162503021125121121MGCK173055,536719-001,MGCK173055,,MGCK173055-MAIN-1766416089649,
12084,2025-12-22 15:06:58.702871+00,Evis,MAIN,01008100162503021125121121MGCK173054,536719-001,MGCK173054,,MGCK173054-MAIN-1766416018408,
12082,2025-12-22 15:04:56.150487+00,Laura,MAIN,01008100162503021125121121MGCK1S58107,536719-001,MGCK1S58107,,MGCK1S58107-MAIN-1766415895856,
12080,2025-12-22 15:02:25.236338+00,Laura,MAIN,01008100162503021125121121MGCK1S58108,536719-001,MGCK1S58108,,MGCK1S58108-MAIN-1766415744946,
12079,2025-12-22 15:00:23.516177+00,Laura,MAIN,01008100162503021125121121MGCK1S58114,536719-001,MGCK1S58114,,MGCK1S58114-MAIN-1766415623189,
12078,2025-12-22 14:58:13.466669+00,Laura,MAIN,01008100162503021125121121MGCK1S58113,536719-001,MGCK1S58113,,MGCK1S58113-MAIN-1766415493174,
12077,2025-12-22 14:56:12.252931+00,Laura,MAIN,01008100162503021125121121MGCK1S58112,536719-001,MGCK1S58112,,MGCK1S58112-MAIN-1766415371971,
12074,2025-12-22 14:52:42.770031+00,Laura,MAIN,01008100162503021125121121MGCK1S58111,536719-001,MGCK1S58111,,MGCK1S58111-MAIN-1766415162493,
12073,2025-12-22 14:52:34.463984+00,Maria G,OP7,01008100162503021125121121MGCK173370,536719-001,MGCK173370,,MGCK173370-OP7-1766415148428,
12072,2025-12-22 14:52:21.860893+00,Brenda,OP1,01008100162503021125121121MGCK173397,536719-001,MGCK173397,,,
12071,2025-12-22 14:50:39.348128+00,Laura,MAIN,01008100162503021125121121MGCK1S58109,536719-001,MGCK1S58109,,MGCK1S58109-MAIN-1766415039080,
12070,2025-12-22 14:50:34.787434+00,Maria G,OP7,01008100162503021125121121MGCK173369,536719-001,MGCK173369,,MGCK173369-OP7-1766415028869,
12068,2025-12-22 14:48:24.071439+00,Laura,MAIN,01008100162503021125121121MGCK1S58106,536719-001,MGCK1S58106,,MGCK1S58106-MAIN-1766414903782,
12067,2025-12-22 14:46:26.610965+00,Laura,MAIN,01008100162503021125121121MGCK1S58110,536719-001,MGCK1S58110,,MGCK1S58110-MAIN-1766414786322,
12066,2025-12-22 14:44:45.349888+00,Maria L,MAIN,01008100162503021125121121MGCK173364,536719-001,MGCK173364,,MGCK173364-MAIN-1766414669039,
12065,2025-12-22 14:43:49.498495+00,Laura,MAIN,01008100162503021125121121MGCK1S58105,536719-001,MGCK1S58105,,MGCK1S58105-MAIN-1766414629211,
12062,2025-12-22 14:42:03.515258+00,Kiara,OP11,01008100162503021125121121MGCK173287,536719-001,MGCK173287,,MGCK173287-OP11-1766414508054,
12061,2025-12-22 14:38:05.150015+00,Althea,OP14,01008100162503021125121121MGCK173227,536719-001,MGCK173227,,MGCK173227-OP14-1766414272598,
12060,2025-12-22 14:37:59.917103+00,Althea,OP14,01008100162503021125121121MGCK173226,536719-001,MGCK173226,,MGCK173226-OP14-1766414267332,
12059,2025-12-22 14:20:15.994426+00,Laura,MAIN,01008100162503021125121121MGCK1S58104,536719-001,MGCK1S58104,,MGCK1S58104-MAIN-1766413215684,
12058,2025-12-22 14:20:04.727281+00,Brenda,OP1,01008100162503021125121121MGCK173396,536719-001,MGCK173396,,,
12048,2025-12-22 14:11:43.614009+00,Maria L,MAIN,01008100162503021125121121MGCK173363,536719-001,MGCK173363,,MGCK173363-MAIN-1766412687308,
12045,2025-12-22 14:07:09.338313+00,Kiara,OP11,01008100162503021125121121MGCK173286,536719-001,MGCK173286,,MGCK173286-OP11-1766412413970,
12043,2025-12-22 14:04:09.275057+00,Maria G,OP7,01008100162503021125121121MGCK173368,536719-001,MGCK173368,,MGCK173368-OP7-1766412243358,
12042,2025-12-22 14:02:45.368047+00,Maria G,OP7,01008100162503021125121121MGCK173367,536719-001,MGCK173367,,MGCK173367-OP7-1766412159447,
12041,2025-12-22 14:00:37.269919+00,Maria G,OP7,01008100162503021125121121MGCK173366,536719-001,MGCK173366,,MGCK173366-OP7-1766412031320,
12033,2025-12-22 13:46:07.673136+00,Evis,MAIN,01008100162503021125121121MGCK173053,536719-001,MGCK173053,,MGCK173053-MAIN-1766411167367,
12032,2025-12-22 13:45:41.712338+00,Maria L,MAIN,01008100162503021125121121MGCK173362,536719-001,MGCK173362,,MGCK173362-MAIN-1766411125328,
12031,2025-12-22 13:44:21.09742+00,Brenda,OP1,01008100162503021125121121MGCK173395,536719-001,MGCK173395,,,
12030,2025-12-22 13:41:51.104793+00,Evis,MAIN,01008100162503021125121121MGCK173052,536719-001,MGCK173052,,MGCK173052-MAIN-1766410910764,
12029,2025-12-22 13:38:53.099464+00,Evis,MAIN,01008100162503021125121121MGCK173050,536719-001,MGCK173050,,MGCK173050-MAIN-1766410732819,
12028,2025-12-22 13:36:43.831306+00,Evis,MAIN,01008100162503021125121121MGCK173048,536719-001,MGCK173048,,MGCK173048-MAIN-1766410603549,
12027,2025-12-22 13:35:06.917907+00,Evis,MAIN,01008100162503021125121121MGCK173042,536719-001,MGCK173042,,MGCK173042-MAIN-1766410506634,
12026,2025-12-22 13:33:11.398796+00,Evis,MAIN,01008100162503021125121121MGCK173049,536719-001,MGCK173049,,MGCK173049-MAIN-1766410391096,
12025,2025-12-22 13:29:19.208502+00,Evis,MAIN,01008100162503021125121121MGCK173047,536719-001,MGCK173047,,MGCK173047-MAIN-1766410158925,
12024,2025-12-22 13:26:33.457232+00,Evis,MAIN,01008100162503021125121121MGCK173041,536719-001,MGCK173041,,MGCK173041-MAIN-1766409993169,
12023,2025-12-22 13:23:53.221059+00,Althea,OP14,01008100162503021125121121MGCK173225,536719-001,MGCK173225,,MGCK173225-OP14-1766409820697,
12022,2025-12-22 13:23:48.797165+00,Althea,OP14,01008100162503021125121121MGCK173224,536719-001,MGCK173224,,MGCK173224-OP14-1766409816261,
12021,2025-12-22 13:23:44.209892+00,Althea,OP14,01008100162503021125121121MGCK173223,536719-001,MGCK173223,,MGCK173223-OP14-1766409811595,
12020,2025-12-22 13:22:57.054911+00,Evis,MAIN,01008100162503021125121121MGCK173046,536719-001,MGCK173046,,MGCK173046-MAIN-1766409776767,
12019,2025-12-22 13:19:42.805097+00,Evis,MAIN,01008100162503021125121121MGCK173044,536719-001,MGCK173044,,MGCK173044-MAIN-1766409582490,
12017,2025-12-22 13:11:56.039359+00,Kiara,OP11,01008100162503021125121121MGCK173285,536719-001,MGCK173285,,MGCK173285-OP11-1766409100609,
12016,2025-12-22 13:07:21.675341+00,Maria L,MAIN,01008100162503021125121121MGCK173361,536719-001,MGCK173361,,MGCK173361-MAIN-1766408825387,
12011,2025-12-22 12:52:48.528582+00,Brenda,OP1,01008100162503021125121121MGCK173394,536719-001,MGCK173394,,,
12010,2025-12-22 12:49:11.486559+00,Evis,MAIN,01008100162503021125121121MGCK173043,536719-001,MGCK173043,,MGCK173043-MAIN-1766407751183,
12009,2025-12-22 12:46:36.271638+00,Evis,MAIN,01008100162503021125121121MGCK173051,536719-001,MGCK173051,,MGCK173051-MAIN-1766407595979,
12008,2025-12-22 12:42:27.483572+00,Evis,MAIN,01008100162503021125121121MGCK173045,536719-001,MGCK173045,,MGCK173045-MAIN-1766407347197,
12005,2025-12-22 12:39:17.51499+00,Kiara,OP11,01008100162503021125121121MGCK173284,536719-001,MGCK173284,,MGCK173284-OP11-1766407142151,
12004,2025-12-22 12:33:50.923387+00,Maria L,MAIN,01008100162503021125121121MGCK173360,536719-001,MGCK173360,,MGCK173360-MAIN-1766406814459,
12002,2025-12-22 12:22:24.760601+00,Brenda,OP1,01008100162503021125121121MGCK173393,536719-001,MGCK173393,,,
11996,2025-12-22 12:07:47.931357+00,Maria L,MAIN,01008100162503021125121121MGCK173359,536719-001,MGCK173359,,MGCK173359-MAIN-1766405251561,
11993,2025-12-22 12:03:24.303902+00,Kiara,OP11,01008100162503021125121121MGCK173283,536719-001,MGCK173283,,MGCK173283-OP11-1766404988897,
11992,2025-12-22 11:55:27.177645+00,Brenda,OP1,01008100162503021125121121MGCK173392,536719-001,MGCK173392,,,
11990,2025-12-20 17:56:13.267303+00,Karisha,OP5,01008100162503021125121121MGCK173358,536719-001,MGCK173358,.,MGCK173358-OP5-1766253346362,
11989,2025-12-20 17:31:43.074555+00,Karisha,OP5,01008100162503021125121121MGCK173357,536719-001,MGCK173357,.,MGCK173357-OP5-1766251876244,
11988,2025-12-20 17:19:03.347376+00,Althea,OP14,01008100162503021125121121MGCK173222,536719-001,MGCK173222,,MGCK173222-OP14-1766251137735,
11987,2025-12-20 17:18:59.986437+00,Althea,OP14,01008100162503021125121121MGCK173221,536719-001,MGCK173221,,MGCK173221-OP14-1766251134394,
11986,2025-12-20 16:34:31.256004+00,Karisha,OP5,01008100162503021125121121MGCK173356,536719-001,MGCK173356,.,MGCK173356-OP5-1766248443943,
11985,2025-12-20 16:33:56.571411+00,Karisha,OP5,01008100162503021125121121MGCK173355,536719-001,MGCK173355,.,MGCK173355-OP5-1766248409657,
11984,2025-12-20 15:43:23.448568+00,Althea,OP14,01008100162503021125121121MGCK173220,536719-001,MGCK173220,,MGCK173220-OP14-1766245397913,
11983,2025-12-20 15:11:01.546995+00,Althea,OP14,01008100162503021125121121MGCK173219,536719-001,MGCK173219,,MGCK173219-OP14-1766243455976,
11982,2025-12-20 15:10:56.904378+00,Althea,OP14,01008100162503021125121121MGCK173077,536719-001,MGCK173077,,MGCK173077-OP14-1766243451249,
11977,2025-12-20 14:03:16.690094+00,Althea,OP14,01008100162503021125121121MGCK173076,536719-001,MGCK173076,,MGCK173076-OP14-1766239391132,
11976,2025-12-20 14:03:10.837242+00,Althea,OP14,01008100162503021125121121MGCK173075,536719-001,MGCK173075,,MGCK173075-OP14-1766239385275,
11975,2025-12-20 14:03:02.760798+00,Althea,OP14,01008100162503021125121121MGCK173074,536719-001,MGCK173074,,MGCK173074-OP14-1766239377129,
11974,2025-12-20 11:05:21.207867+00,Evis,MAIN,01008100162503021125121121MGCK173040,536719-001,MGCK173040,,MGCK173040-MAIN-1766228714734,
11973,2025-12-20 11:05:04.236812+00,Evis,MAIN,01008100162503021125121121MGCK173039,536719-001,MGCK173039,,MGCK173039-MAIN-1766228697788,
11972,2025-12-20 11:04:57.080048+00,Evis,MAIN,01008100162503021125121121MGCK173038,536719-001,MGCK173038,,MGCK173038-MAIN-1766228690641,
11971,2025-12-20 11:04:48.983665+00,Evis,MAIN,01008100162503021125121121MGCK173037,536719-001,MGCK173037,,MGCK173037-MAIN-1766228682549,
11970,2025-12-20 11:04:34.027182+00,Evis,MAIN,01008100162503021125121121MGCK173036,536719-001,MGCK173036,,MGCK173036-MAIN-1766228667560,
11969,2025-12-20 11:04:16.587185+00,Evis,MAIN,01008100162503021125121121MGCK173035,536719-001,MGCK173035,,MGCK173035-MAIN-1766228650126,
11968,2025-12-20 11:04:06.757055+00,Evis,MAIN,01008100162503021125121121MGCK173034,536719-001,MGCK173034,,MGCK173034-MAIN-1766228640295,
11967,2025-12-20 11:03:58.74239+00,Evis,MAIN,01008100162503021125121121MGCK173033,536719-001,MGCK173033,,MGCK173033-MAIN-1766228632048,
11966,2025-12-20 11:03:46.2982+00,Evis,MAIN,01008100162503021125121121MGCK173032,536719-001,MGCK173032,,MGCK173032-MAIN-1766228619668,
11965,2025-12-20 11:03:33.831667+00,Evis,MAIN,01008100162503021125121121MGCK173031,536719-001,MGCK173031,,MGCK173031-MAIN-1766228607172,
11964,2025-12-20 11:01:52.82839+00,Evis,MAIN,01008100162503021125121121MGCK1S58103,536719-001,MGCK1S58103,,MGCK1S58103-MAIN-1766228506369,
11963,2025-12-20 11:01:32.283674+00,Evis,MAIN,01008100162503021125121121MGCK1S58102,536719-001,MGCK1S58102,,MGCK1S58102-MAIN-1766228485644,
11962,2025-12-20 11:01:24.721668+00,Evis,MAIN,01008100162503021125121121MGCK1S58101,536719-001,MGCK1S58101,,MGCK1S58101-MAIN-1766228478243,
11961,2025-12-20 11:00:19.2766+00,Evis,MAIN,01008100162503021125121121MGCK1S58100,536719-001,MGCK1S58100,,MGCK1S58100-MAIN-1766228412847,
11960,2025-12-20 11:00:12.961593+00,Evis,MAIN,01008100162503021125121121MGCK1S58099,536719-001,MGCK1S58099,,MGCK1S58099-MAIN-1766228406522,
11959,2025-12-20 11:00:05.330616+00,Evis,MAIN,01008100162503021125121121MGCK1S58098,536719-001,MGCK1S58098,,MGCK1S58098-MAIN-1766228398896,
11958,2025-12-20 10:59:59.802812+00,Evis,MAIN,01008100162503021125121121MGCK1S58097,536719-001,MGCK1S58097,,MGCK1S58097-MAIN-1766228393374,
11957,2025-12-20 10:59:55.154016+00,Evis,MAIN,01008100162503021125121121MGCK1S58096,536719-001,MGCK1S58096,,MGCK1S58096-MAIN-1766228388712,
11956,2025-12-20 10:59:49.554646+00,Evis,MAIN,01008100162503021125121121MGCK1S58095,536719-001,MGCK1S58095,,MGCK1S58095-MAIN-1766228383064,
11949,2025-12-19 19:24:20.52841+00,Kiara,OP11,01008100162503021125121121MGCK173282,536719-001,MGCK173282,,MGCK173282-OP11-1766172257413,
11945,2025-12-19 18:33:15.645343+00,Althea,OP14,01008100162503021125121121MGCK173073,536719-001,MGCK173073,,MGCK173073-OP14-1766169192965,
11944,2025-12-19 18:33:11.755838+00,Althea,OP14,01008100162503021125121121MGCK173072,536719-001,MGCK173072,,MGCK173072-OP14-1766169188978,
11943,2025-12-19 18:29:52.935495+00,Kiara,OP11,01008100162503021125121121MGCK173281,536719-001,MGCK173281,,MGCK173281-OP11-1766168989879,
11939,2025-12-19 17:42:12.26789+00,Kiara,OP11,01008100162503021125121121MGCK173280,536719-001,MGCK173280,,MGCK173280-OP11-1766166129156,
11936,2025-12-19 16:46:58.753929+00,Althea,OP14,01008100162503021125121121MGCK173155,536719-001,MGCK173155,,MGCK173155-OP14-1766162816177,
11935,2025-12-19 16:46:53.445596+00,Althea,OP14,01008100162503021125121121MGCK173154,536719-001,MGCK173154,,MGCK173154-OP14-1766162810857,
11934,2025-12-19 16:46:46.100341+00,Althea,OP14,01008100162503021125121121MGCK173153,536719-001,MGCK173153,,MGCK173153-OP14-1766162803431,
11932,2025-12-19 16:29:38.497146+00,Kiara,OP11,01008100162503021125121121MGCK173279,536719-001,MGCK173279,,MGCK173279-OP11-1766161775414,
11926,2025-12-19 15:45:36.820697+00,Kiara,OP11,01008100162503021125121121MGCK173278,536719-001,MGCK173278,,MGCK173278-OP11-1766159133695,
11921,2025-12-19 15:11:01.538337+00,Althea,OP14,01008100162503021125121121MGCK173152,536719-001,MGCK173152,,MGCK173152-OP14-1766157058973,
11920,2025-12-19 15:10:56.18401+00,Althea,OP14,01008100162503021125121121MGCK173151,536719-001,MGCK173151,,MGCK173151-OP14-1766157053547,
11915,2025-12-19 14:58:54.458023+00,Kiara,OP11,01008100162503021125121121MGCK173277,536719-001,MGCK173277,,MGCK173277-OP11-1766156331420,
11908,2025-12-19 14:13:46.939486+00,Kiara,OP11,01008100162503021125121121MGCK173276,536719-001,MGCK173276,,MGCK173276-OP11-1766153623784,
11905,2025-12-19 13:59:13.77636+00,Althea,OP14,01008100162503021125121121MGCK173150,536719-001,MGCK173150,,MGCK173150-OP14-1766152751187,
11904,2025-12-19 13:59:07.078782+00,Althea,OP14,01008100162503021125121121MGCK173149,536719-001,MGCK173149,,MGCK173149-OP14-1766152744496,
11898,2025-12-19 13:13:04.196176+00,Kiara,OP11,01008100162503021125121121MGCK173275,536719-001,MGCK173275,,MGCK173275-OP11-1766149981152,
11897,2025-12-19 12:57:23.58267+00,Althea,OP14,01008100162503021125121121MGCK173148,536719-001,MGCK173148,,MGCK173148-OP14-1766149040996,
11896,2025-12-19 12:57:18.711734+00,Althea,OP14,01008100162503021125121121MGCK173147,536719-001,MGCK173147,,MGCK173147-OP14-1766149035236,
11894,2025-12-19 12:36:26.663198+00,Kiara,OP11,01008100162503021125121121MGCK173274,536719-001,MGCK173274,,MGCK173274-OP11-1766147783561,
11872,2025-12-18 21:32:35.28489+00,Laura,MAIN,01008100162503021125121121MGCK1S58094,536719-001,MGCK1S58094,,,
11870,2025-12-18 21:26:27.024334+00,Kathy,OP13,01008100162503021125121121MGCK173218,536719-001,MGCK173218,,,
11868,2025-12-18 21:17:41.469881+00,Althea,OP14,01008100162503021125121121MGCK173146,536719-001,MGCK173146,,,
11867,2025-12-18 21:17:37.129611+00,Althea,OP14,01008100162503021125121121MGCK173145,536719-001,MGCK173145,,,
11866,2025-12-18 21:17:26.579258+00,Althea,OP14,01008100162503021125121121MGCK173144,536719-001,MGCK173144,,,
11863,2025-12-18 20:57:08.559339+00,Laura,MAIN,01008100162503021125121121MGCK1S58093,536719-001,MGCK1S58093,,,
11862,2025-12-18 20:56:45.957766+00,Kathy,OP13,01008100162503021125121121MGCK173217,536719-001,MGCK173217,,,
11861,2025-12-18 20:47:06.146355+00,Kiara,OP11,01008100162503021125121121MGCK173273,536719-001,MGCK173273,,,
11860,2025-12-18 20:24:38.401134+00,Laura,MAIN,01008100162503021125121121MGCK1S58092,536719-001,MGCK1S58092,,,
11859,2025-12-18 20:24:14.964744+00,Laura,MAIN,01008100162503021125121121MGCK1S58091,536719-001,MGCK1S58091,,,
11855,2025-12-18 20:15:01.403923+00,Kathy,OP13,01008100162503021125121121MGCK173216,536719-001,MGCK173216,,,
11854,2025-12-18 19:59:29.934818+00,Kiara,OP11,01008100162503021125121121MGCK173272,536719-001,MGCK173272,,,
11848,2025-12-18 19:42:47.749935+00,Kathy,OP13,01008100162503021125121121MGCK173215,536719-001,MGCK173215,,,
11845,2025-12-18 19:21:06.958643+00,Kiara,OP11,01008100162503021125121121MGCK173271,536719-001,MGCK173271,,,
11844,2025-12-18 19:18:27.241256+00,Althea,OP14,01008100162503021125121121MGCK173143,536719-001,MGCK173143,,,
11843,2025-12-18 19:18:16.699935+00,Althea,OP14,01008100162503021125121121MGCK173142,536719-001,MGCK173142,,,
11842,2025-12-18 19:18:05.921797+00,Althea,OP14,01008100162503021125121121MGCK173141,536719-001,MGCK173141,,,
11840,2025-12-18 19:04:59.500969+00,Kathy,OP13,01008100162503021125121121MGCK173214,536719-001,MGCK173214,,,
11838,2025-12-18 18:30:00.93571+00,Kiara,OP11,01008100162503021125121121MGCK173270,536719-001,MGCK173270,,,
11832,2025-12-18 18:06:48.984388+00,Kathy,OP13,01008100162503021125121121MGCK173213,536719-001,MGCK173213,,,
11829,2025-12-18 17:44:33.508129+00,Laura,MAIN,01008100162503021125121121MGCK1S58090,536719-001,MGCK1S58090,,,
11828,2025-12-18 17:44:24.012786+00,Laura,MAIN,01008100162503021125121121MGCK1S58089,536719-001,MGCK1S58089,,,
11827,2025-12-18 17:43:55.355679+00,Kiara,OP11,01008100162503021125121121MGCK173269,536719-001,MGCK173269,,,
11821,2025-12-18 16:58:15.498835+00,Kathy,OP13,01008100162503021125121121MGCK173212,536719-001,MGCK173212,,,
11819,2025-12-18 16:54:03.962691+00,Althea,OP14,01008100162503021125121121MGCK173140,536719-001,MGCK173140,,,
11818,2025-12-18 16:53:57.549611+00,Althea,OP14,01008100162503021125121121MGCK173139,536719-001,MGCK173139,,,
11816,2025-12-18 16:32:54.378822+00,Kiara,OP11,01008100162503021125121121MGCK173268,536719-001,MGCK173268,,,
11815,2025-12-18 16:22:05.52473+00,Kathy,OP13,01008100162503021125121121MGCK173211,536719-001,MGCK173211,,,
11809,2025-12-18 15:53:04.97948+00,Kiara,OP11,01008100162503021125121121MGCK173267,536719-001,MGCK173267,,,
11807,2025-12-18 15:41:37.413805+00,Kathy,OP13,01008100162503021125121121MGCK173210,536719-001,MGCK173210,,,
11802,2025-12-18 15:37:18.176589+00,Laura,MAIN,01008100162503021125121121MGCK1S58088,536719-001,MGCK1S58088,,,
11801,2025-12-18 15:33:54.737508+00,Althea,OP14,01008100162503021125121121MGCK173138,536719-001,MGCK173138,,,
11800,2025-12-18 15:33:47.433482+00,Althea,OP14,01008100162503021125121121MGCK173137,536719-001,MGCK173137,,,
9698,2025-12-18 15:17:53.859511+00,Kiara,OP11,01008100162503021125121121MGCK173266,536719-001,MGCK173266,,,
9693,2025-12-18 15:05:39.625293+00,Kathy,OP13,01008100162503021125121121MGCK173209,536719-001,MGCK173209,,,
9690,2025-12-18 14:43:28.129827+00,Kiara,OP11,01008100162503021125121121MGCK173265,536719-001,MGCK173265,,,
9688,2025-12-18 14:33:52.479594+00,Kathy,OP13,01008100162503021125121121MGCK173208,536719-001,MGCK173208,,,
9687,2025-12-18 14:33:30.16787+00,Althea,OP14,01008100162503021125121121MGCK173136,536719-001,MGCK173136,,,
9686,2025-12-18 14:33:22.605719+00,Althea,OP14,01008100162503021125121121MGCK173135,536719-001,MGCK173135,,,
9685,2025-12-18 14:33:10.000176+00,Althea,OP14,01008100162503021125121121MGCK173134,536719-001,MGCK173134,,,
9684,2025-12-18 14:32:56.201625+00,Laura,MAIN,01008100162503021125121121MGCK1S58087,536719-001,MGCK1S58087,,,
9683,2025-12-18 14:32:44.763109+00,Laura,MAIN,01008100162503021125121121MGCK1S58086,536719-001,MGCK1S58086,,,
9682,2025-12-18 14:32:31.053506+00,Laura,MAIN,01008100162503021125121121MGCK1S58085,536719-001,MGCK1S58085,,,
9679,2025-12-18 14:04:46.590178+00,Kiara,OP11,01008100162503021125121121MGCK173264,536719-001,MGCK173264,,,
9678,2025-12-18 14:01:18.062037+00,Kathy,OP13,01008100162503021125121121MGCK173207,536719-001,MGCK173207,,,
9660,2025-12-18 13:23:16.32088+00,Kathy,OP13,01008100162503021125121121MGCK173206,536719-001,MGCK173206,,,
9658,2025-12-18 13:06:39.669159+00,Kiara,OP11,01008100162503021125121121MGCK173263,536719-001,MGCK173263,,,
9655,2025-12-18 12:50:52.037228+00,Kathy,OP13,01008100162503021125121121MGCK173205,536719-001,MGCK173205,,,
9654,2025-12-18 12:45:18.359645+00,Althea,OP14,01008100162503021125121121MGCK173133,536719-001,MGCK173133,,,
9652,2025-12-18 12:45:14.325958+00,Althea,OP14,01008100162503021125121121MGCK173132,536719-001,MGCK173132,,,
9650,2025-12-18 12:31:16.854171+00,Kiara,OP11,01008100162503021125121121MGCK173262,536719-001,MGCK173262,,,
9648,2025-12-18 12:26:07.156296+00,Kiara,OP11,01008100162503021125121121MGCK173261,536719-001,MGCK173261,,,
9647,2025-12-18 12:17:04.407059+00,Kathy,OP13,01008100162503021125121121MGCK173204,536719-001,MGCK173204,,,
133,2025-12-17 21:36:09.270457+00,Kathy,OP13,01008100162503021125121121MGCK173203,536719-001,MGCK173203,,,
132,2025-12-17 21:35:39.213137+00,Laura,MAIN,01008100162503021125121121MGCK1S58084,536719-001,MGCK1S58084,,,
130,2025-12-17 21:35:07.926151+00,Althea,OP14,01008100162503021125121121MGCK173131,536719-001,MGCK173131,,,
127,2025-12-17 21:33:37.28431+00,Laura,MAIN,01008100162503021125121121MGCK1S58082,536719-001,MGCK1S58082,,,
126,2025-12-17 21:33:23.10178+00,Laura,MAIN,01008100162503021125121121MGCK1S58081,536719-001,MGCK1S58081,,,
7008,2025-12-17 21:17:35+00,Kiara,OP11,01008100162503021125121121MGCK173260,536719-001,MGCK173260,,,
7005,2025-12-17 21:13:51+00,Kathy,OP13,01008100162503021125121121MGCK173192,536719-001,MGCK173192,,,
7002,2025-12-17 21:04:03+00,Maria L,OP12,01008100162503021125121121MGCK173343,536719-001,MGCK173343,,,
121,2025-12-17 20:58:27.519732+00,Maria L,OP12,01008100162503021125121121MGCK173354,536719-001,MGCK173354,,,
120,2025-12-17 20:56:29.68455+00,Kathy,OP13,01008100162503021125121121MGCK173202,536719-001,MGCK173202,,,
119,2025-12-17 20:53:07.805446+00,Althea,OP14,01008100162503021125121121MGCK173130,536719-001,MGCK173130,,,
118,2025-12-17 20:52:57.725207+00,Althea,OP14,01008100162503021125121121MGCK173129,536719-001,MGCK173129,,,
114,2025-12-17 20:45:39.897095+00,Evis,MAIN,01008100162503021125121121MGCK173030,536719-001,MGCK173030,,,
113,2025-12-17 20:45:26.823698+00,Evis,MAIN,01008100162503021125121121MGCK173029,536719-001,MGCK173029,,,
112,2025-12-17 20:45:17.70528+00,Evis,MAIN,01008100162503021125121121MGCK173028,536719-001,MGCK173028,,,
6997,2025-12-17 20:30:24+00,Kathy,OP13,01008100162503021125121121MGCK173191,536719-001,MGCK173191,,,
108,2025-12-17 20:28:59.650652+00,Maria L,OP12,01008100162503021125121121MGCK173353,536719-001,MGCK173353,,,
6578,2025-12-17 20:27:51+00,Althea,OP14,01008100162503021125121121MGCK173120,536719-001,MGCK173120,,,
6996,2025-12-17 20:27:45+00,Althea,OP14,01008100162503021125121121MGCK173119,536719-001,MGCK173119,,,
6995,2025-12-17 20:24:40+00,Kiara,OP11,01008100162503021125121121MGCK173259,536719-001,MGCK173259,,,
